#Ligand,Compound,SMILE,TotalEnergy,VDW,HBond,Elec,AverConPair
Mtb_MraY_ligandless_BS-Top24_3d-2.pdb,Top24,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,-140.983,-104.394,-36.589,0.0,20.7391
Mtb_MraY_ligandless_BS-Top24_3d-3.pdb,Top24,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,-118.855,-106.112,-12.743,0.0,16.8043
Mtb_MraY_ligandless_BS-Top24_3d-4.pdb,Top24,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,-123.445,-110.445,-13.0,0.0,15.9565
Mtb_MraY_ligandless_BS-Top25_3d-0.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-144.864,-117.934,-26.9308,0.0,20.383
Mtb_MraY_ligandless_BS-Top25_3d-1.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-137.523,-119.57,-17.9535,0.0,19.4681
Mtb_MraY_ligandless_BS-Top25_3d-2.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-122.873,-111.573,-11.2998,0.0,18.1915
Mtb_MraY_ligandless_BS-Top25_3d-3.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-145.72,-113.342,-32.3773,0.0,19.9149
Mtb_MraY_ligandless_BS-Top25_3d-4.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-147.496,-124.811,-22.6859,0.0,21.6383
Mtb_MraY_ligandless_BS-Top26_3d-0.pdb,Top26,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(C(=O)c2cc([N+](=O)[O-])ccc2Sc2nnnn2-c2ccccc2)c2nnn[nH]2)c1,-149.095,-103.558,-46.7439,1.20688,19.2045
Mtb_MraY_ligandless_BS-Top26_3d-1.pdb,Top26,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(C(=O)c2cc([N+](=O)[O-])ccc2Sc2nnnn2-c2ccccc2)c2nnn[nH]2)c1,-152.356,-90.7513,-61.6048,0.0,16.2955
Mtb_MraY_ligandless_BS-Top26_3d-2.pdb,Top26,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(C(=O)c2cc([N+](=O)[O-])ccc2Sc2nnnn2-c2ccccc2)c2nnn[nH]2)c1,-137.272,-85.3703,-50.9837,-0.918296,17.2955
Mtb_MraY_ligandless_BS-Top26_3d-3.pdb,Top26,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(C(=O)c2cc([N+](=O)[O-])ccc2Sc2nnnn2-c2ccccc2)c2nnn[nH]2)c1,-154.709,-82.9532,-71.0143,-0.741737,21.5455
Mtb_MraY_ligandless_BS-Top26_3d-4.pdb,Top26,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(C(=O)c2cc([N+](=O)[O-])ccc2Sc2nnnn2-c2ccccc2)c2nnn[nH]2)c1,-122.083,-84.9426,-37.1376,-0.0027125,15.5682
Mtb_MraY_ligandless_BS-Top27_3d-0.pdb,Top27,[N-]=[N+]=NC(CCC(=O)NC(=O)C(=O)NCc1nnn[nH]1)C(=O)NC1CN(C(=O)OCc2ccccc2)CC1N=[N+]=[N-],-143.398,-86.7904,-56.3298,-0.277728,23.5854
Mtb_MraY_ligandless_BS-Top27_3d-1.pdb,Top27,[N-]=[N+]=NC(CCC(=O)NC(=O)C(=O)NCc1nnn[nH]1)C(=O)NC1CN(C(=O)OCc2ccccc2)CC1N=[N+]=[N-],-160.913,-104.92,-55.4608,-0.532185,22.5122
Mtb_MraY_ligandless_BS-Top27_3d-2.pdb,Top27,[N-]=[N+]=NC(CCC(=O)NC(=O)C(=O)NCc1nnn[nH]1)C(=O)NC1CN(C(=O)OCc2ccccc2)CC1N=[N+]=[N-],-128.738,-73.6988,-54.6735,-0.365142,15.0488
Mtb_MraY_ligandless_BS-Top27_3d-3.pdb,Top27,[N-]=[N+]=NC(CCC(=O)NC(=O)C(=O)NCc1nnn[nH]1)C(=O)NC1CN(C(=O)OCc2ccccc2)CC1N=[N+]=[N-],-152.838,-88.692,-64.1224,-0.0239648,22.6098
Mtb_MraY_ligandless_BS-Top27_3d-4.pdb,Top27,[N-]=[N+]=NC(CCC(=O)NC(=O)C(=O)NCc1nnn[nH]1)C(=O)NC1CN(C(=O)OCc2ccccc2)CC1N=[N+]=[N-],-149.093,-97.2648,-50.8628,-0.965079,24.561
Mtb_MraY_ligandless_BS-Top28_3d-0.pdb,Top28,CC(Cn1cc(CNC(=O)c2cncc3nc(O)[nH]c23)nn1)N(C(=O)c1cc(-c2ccco2)n2cnc(C(N)=O)c2n1)C(=O)c1nc2cncnc2nc1O,-131.766,-108.996,-22.7705,0.0,15.4545
Mtb_MraY_ligandless_BS-Top28_3d-1.pdb,Top28,CC(Cn1cc(CNC(=O)c2cncc3nc(O)[nH]c23)nn1)N(C(=O)c1cc(-c2ccco2)n2cnc(C(N)=O)c2n1)C(=O)c1nc2cncnc2nc1O,-126.23,-102.801,-23.4291,0.0,16.8545
Mtb_MraY_ligandless_BS-Top28_3d-2.pdb,Top28,CC(Cn1cc(CNC(=O)c2cncc3nc(O)[nH]c23)nn1)N(C(=O)c1cc(-c2ccco2)n2cnc(C(N)=O)c2n1)C(=O)c1nc2cncnc2nc1O,-137.599,-94.6808,-42.9182,0.0,18.2
Mtb_MraY_ligandless_BS-Top28_3d-3.pdb,Top28,CC(Cn1cc(CNC(=O)c2cncc3nc(O)[nH]c23)nn1)N(C(=O)c1cc(-c2ccco2)n2cnc(C(N)=O)c2n1)C(=O)c1nc2cncnc2nc1O,-127.648,-94.2838,-33.3646,0.0,16.9091
Mtb_MraY_ligandless_BS-Top28_3d-4.pdb,Top28,CC(Cn1cc(CNC(=O)c2cncc3nc(O)[nH]c23)nn1)N(C(=O)c1cc(-c2ccco2)n2cnc(C(N)=O)c2n1)C(=O)c1nc2cncnc2nc1O,-148.906,-97.4886,-51.4174,0.0,15.4182
Mtb_MraY_ligandless_BS-Top29_3d-0.pdb,Top29,[N-]=[N+]=Nc1cccc(C(=O)N(NC(=O)c2cc([N+](=O)[O-])cnc2O)C(=O)c2cccc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)c2)c1,-165.528,-131.399,-33.0429,-1.08665,27.234
Mtb_MraY_ligandless_BS-Top29_3d-1.pdb,Top29,[N-]=[N+]=Nc1cccc(C(=O)N(NC(=O)c2cc([N+](=O)[O-])cnc2O)C(=O)c2cccc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)c2)c1,-144.917,-105.189,-40.6113,0.883238,16.6383
Mtb_MraY_ligandless_BS-Top29_3d-2.pdb,Top29,[N-]=[N+]=Nc1cccc(C(=O)N(NC(=O)c2cc([N+](=O)[O-])cnc2O)C(=O)c2cccc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)c2)c1,-173.328,-142.062,-31.2461,-0.0199073,22.3617
Mtb_MraY_ligandless_BS-Top29_3d-3.pdb,Top29,[N-]=[N+]=Nc1cccc(C(=O)N(NC(=O)c2cc([N+](=O)[O-])cnc2O)C(=O)c2cccc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)c2)c1,-133.103,-94.1428,-39.8163,0.856478,15.5319
Mtb_MraY_ligandless_BS-Top29_3d-4.pdb,Top29,[N-]=[N+]=Nc1cccc(C(=O)N(NC(=O)c2cc([N+](=O)[O-])cnc2O)C(=O)c2cccc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)c2)c1,-143.287,-99.4357,-43.1984,-0.653005,15.7234
Mtb_MraY_ligandless_BS-Top30_3d-0.pdb,Top30,O=C(CCc1nn[nH]n1)N(Nc1ccc(S(=O)(=O)Nc2ccccn2)cn1)C(=O)Cc1c(O)ncnc1O,-143.566,-96.7781,-46.7882,0.0,23.0263
Mtb_MraY_ligandless_BS-Top30_3d-1.pdb,Top30,O=C(CCc1nn[nH]n1)N(Nc1ccc(S(=O)(=O)Nc2ccccn2)cn1)C(=O)Cc1c(O)ncnc1O,-162.671,-112.995,-49.6762,0.0,22.9737
Mtb_MraY_ligandless_BS-Top30_3d-2.pdb,Top30,O=C(CCc1nn[nH]n1)N(Nc1ccc(S(=O)(=O)Nc2ccccn2)cn1)C(=O)Cc1c(O)ncnc1O,-151.239,-95.49,-55.7495,0.0,22.4211
Mtb_MraY_ligandless_BS-Top30_3d-3.pdb,Top30,O=C(CCc1nn[nH]n1)N(Nc1ccc(S(=O)(=O)Nc2ccccn2)cn1)C(=O)Cc1c(O)ncnc1O,-135.187,-93.0689,-42.1184,0.0,19.1053
Mtb_MraY_ligandless_BS-Top30_3d-4.pdb,Top30,O=C(CCc1nn[nH]n1)N(Nc1ccc(S(=O)(=O)Nc2ccccn2)cn1)C(=O)Cc1c(O)ncnc1O,-171.572,-117.174,-54.3976,0.0,22.7895
Mtb_MraY_ligandless_BS-Top31_3d-0.pdb,Top31,O=C(NN(C(=O)c1c[nH]nn1)C(=O)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccnc1)c1cn[nH]c1-n1cnnn1,-131.595,-90.0339,-41.5611,0.0,17.8
Mtb_MraY_ligandless_BS-Top31_3d-1.pdb,Top31,O=C(NN(C(=O)c1c[nH]nn1)C(=O)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccnc1)c1cn[nH]c1-n1cnnn1,-146.811,-120.115,-26.6962,0.0,19.7778
Mtb_MraY_ligandless_BS-Top31_3d-2.pdb,Top31,O=C(NN(C(=O)c1c[nH]nn1)C(=O)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccnc1)c1cn[nH]c1-n1cnnn1,-112.017,-85.5503,-26.4664,0.0,13.9333
Mtb_MraY_ligandless_BS-Top31_3d-3.pdb,Top31,O=C(NN(C(=O)c1c[nH]nn1)C(=O)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccnc1)c1cn[nH]c1-n1cnnn1,-124.671,-90.1137,-34.5575,0.0,16.4667
Mtb_MraY_ligandless_BS-Top31_3d-4.pdb,Top31,O=C(NN(C(=O)c1c[nH]nn1)C(=O)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccnc1)c1cn[nH]c1-n1cnnn1,-146.647,-100.151,-46.4969,0.0,18.0667
Mtb_MraY_ligandless_BS-Top32_3d-0.pdb,Top32,O=C(NCc1cccc(-n2cc(CN(C(=O)c3n[nH]cc3[N+](=O)[O-])C(=O)c3n[nH]cc3[N+](=O)[O-])nn2)c1)c1n[nH]cc1[N+](=O)[O-],-152.978,-98.9108,-52.4015,-1.66564,17.9333
Mtb_MraY_ligandless_BS-Top32_3d-1.pdb,Top32,O=C(NCc1cccc(-n2cc(CN(C(=O)c3n[nH]cc3[N+](=O)[O-])C(=O)c3n[nH]cc3[N+](=O)[O-])nn2)c1)c1n[nH]cc1[N+](=O)[O-],-127.171,-73.1668,-53.5123,-0.492225,14.3556
Mtb_MraY_ligandless_BS-Top32_3d-2.pdb,Top32,O=C(NCc1cccc(-n2cc(CN(C(=O)c3n[nH]cc3[N+](=O)[O-])C(=O)c3n[nH]cc3[N+](=O)[O-])nn2)c1)c1n[nH]cc1[N+](=O)[O-],-161.719,-112.705,-49.8396,0.825321,19.0222
Mtb_MraY_ligandless_BS-Top32_3d-3.pdb,Top32,O=C(NCc1cccc(-n2cc(CN(C(=O)c3n[nH]cc3[N+](=O)[O-])C(=O)c3n[nH]cc3[N+](=O)[O-])nn2)c1)c1n[nH]cc1[N+](=O)[O-],-146.623,-92.6245,-53.742,-0.256232,17.0889
Mtb_MraY_ligandless_BS-Top32_3d-4.pdb,Top32,O=C(NCc1cccc(-n2cc(CN(C(=O)c3n[nH]cc3[N+](=O)[O-])C(=O)c3n[nH]cc3[N+](=O)[O-])nn2)c1)c1n[nH]cc1[N+](=O)[O-],-134.015,-82.9477,-52.0509,0.983184,15.2444
Mtb_MraY_ligandless_BS-Top33_3d-0.pdb,Top33,O=C(c1n[nH]c(=O)[nH]c1=O)N1CCn2c(nnc2CN(C(=O)c2n[nH]c(=O)[nH]c2=O)C(=O)c2nccc3[nH]nnc23)C1,-146.045,-107.52,-38.5253,0.0,23.2857
Mtb_MraY_ligandless_BS-Top33_3d-1.pdb,Top33,O=C(c1n[nH]c(=O)[nH]c1=O)N1CCn2c(nnc2CN(C(=O)c2n[nH]c(=O)[nH]c2=O)C(=O)c2nccc3[nH]nnc23)C1,-163.42,-110.603,-52.8166,0.0,24.6905
Mtb_MraY_ligandless_BS-Top33_3d-2.pdb,Top33,O=C(c1n[nH]c(=O)[nH]c1=O)N1CCn2c(nnc2CN(C(=O)c2n[nH]c(=O)[nH]c2=O)C(=O)c2nccc3[nH]nnc23)C1,-148.273,-101.823,-46.4504,0.0,24.7381
Mtb_MraY_ligandless_BS-Top33_3d-3.pdb,Top33,O=C(c1n[nH]c(=O)[nH]c1=O)N1CCn2c(nnc2CN(C(=O)c2n[nH]c(=O)[nH]c2=O)C(=O)c2nccc3[nH]nnc23)C1,-136.286,-88.8155,-47.4707,0.0,19.3095
Mtb_MraY_ligandless_BS-Top33_3d-4.pdb,Top33,O=C(c1n[nH]c(=O)[nH]c1=O)N1CCn2c(nnc2CN(C(=O)c2n[nH]c(=O)[nH]c2=O)C(=O)c2nccc3[nH]nnc23)C1,-158.978,-93.7598,-65.2184,0.0,24.6667
Mtb_MraY_ligandless_BS-Top3_3d-0.pdb,Top3,COc1ccc(N)cc1N(C(=O)Cc1noc(C)c1-c1nn[nH]n1)C(=O)N(C(=O)c1n[nH]c(=O)[nH]c1=O)c1ccccc1OC,-147.595,-104.305,-43.2908,0.0,18.6667
Mtb_MraY_ligandless_BS-Top3_3d-1.pdb,Top3,COc1ccc(N)cc1N(C(=O)Cc1noc(C)c1-c1nn[nH]n1)C(=O)N(C(=O)c1n[nH]c(=O)[nH]c1=O)c1ccccc1OC,-131.657,-100.374,-31.283,0.0,16.9111
Mtb_MraY_ligandless_BS-Top3_3d-2.pdb,Top3,COc1ccc(N)cc1N(C(=O)Cc1noc(C)c1-c1nn[nH]n1)C(=O)N(C(=O)c1n[nH]c(=O)[nH]c1=O)c1ccccc1OC,-142.424,-92.802,-49.6221,0.0,17.2
Mtb_MraY_ligandless_BS-Top3_3d-3.pdb,Top3,COc1ccc(N)cc1N(C(=O)Cc1noc(C)c1-c1nn[nH]n1)C(=O)N(C(=O)c1n[nH]c(=O)[nH]c1=O)c1ccccc1OC,-138.637,-100.52,-38.1172,0.0,17.8889
Mtb_MraY_ligandless_BS-Top3_3d-4.pdb,Top3,COc1ccc(N)cc1N(C(=O)Cc1noc(C)c1-c1nn[nH]n1)C(=O)N(C(=O)c1n[nH]c(=O)[nH]c1=O)c1ccccc1OC,-122.793,-86.8317,-35.9611,0.0,14.3333
Mtb_MraY_ligandless_BS-Top34_3d-0.pdb,Top34,COc1cc2c(cc1NS(=O)(=O)c1cccc(C(=O)N(Cc3cc(O)nc(CNC(=O)c4ccc5[nH]nnc5n4)n3)C(=O)CNc3ccc([N+](=O)[O-])c4nonc34)c1)oc1ccccc12,-139.961,-99.7676,-40.6878,0.494335,11.9692
Mtb_MraY_ligandless_BS-Top34_3d-1.pdb,Top34,COc1cc2c(cc1NS(=O)(=O)c1cccc(C(=O)N(Cc3cc(O)nc(CNC(=O)c4ccc5[nH]nnc5n4)n3)C(=O)CNc3ccc([N+](=O)[O-])c4nonc34)c1)oc1ccccc12,-161.179,-101.854,-57.2985,-2.02603,14.7692
Mtb_MraY_ligandless_BS-Top34_3d-2.pdb,Top34,COc1cc2c(cc1NS(=O)(=O)c1cccc(C(=O)N(Cc3cc(O)nc(CNC(=O)c4ccc5[nH]nnc5n4)n3)C(=O)CNc3ccc([N+](=O)[O-])c4nonc34)c1)oc1ccccc12,-144.547,-117.343,-26.674,-0.529568,17.5385
Mtb_MraY_ligandless_BS-Top34_3d-3.pdb,Top34,COc1cc2c(cc1NS(=O)(=O)c1cccc(C(=O)N(Cc3cc(O)nc(CNC(=O)c4ccc5[nH]nnc5n4)n3)C(=O)CNc3ccc([N+](=O)[O-])c4nonc34)c1)oc1ccccc12,-138.93,-111.577,-28.559,1.20603,13.0308
Mtb_MraY_ligandless_BS-Top34_3d-4.pdb,Top34,COc1cc2c(cc1NS(=O)(=O)c1cccc(C(=O)N(Cc3cc(O)nc(CNC(=O)c4ccc5[nH]nnc5n4)n3)C(=O)CNc3ccc([N+](=O)[O-])c4nonc34)c1)oc1ccccc12,-152.44,-87.6723,-63.7131,-1.05448,14.1846
Mtb_MraY_ligandless_BS-Top35_3d-0.pdb,Top35,NCc1cn(CC(=O)N(C(=O)CNc2ccc([N+](=O)[O-])c3nonc23)c2cc(Cl)cc(OC(=O)c3cccc(S(=O)(=O)Nc4ccc(OCc5ccccc5)cc4)c3)c2)nn1,-117.974,-98.4322,-19.5417,0.0,12.1475
Mtb_MraY_ligandless_BS-Top35_3d-1.pdb,Top35,NCc1cn(CC(=O)N(C(=O)CNc2ccc([N+](=O)[O-])c3nonc23)c2cc(Cl)cc(OC(=O)c3cccc(S(=O)(=O)Nc4ccc(OCc5ccccc5)cc4)c3)c2)nn1,-148.482,-112.221,-37.732,1.47101,14.377
Mtb_MraY_ligandless_BS-Top35_3d-2.pdb,Top35,NCc1cn(CC(=O)N(C(=O)CNc2ccc([N+](=O)[O-])c3nonc23)c2cc(Cl)cc(OC(=O)c3cccc(S(=O)(=O)Nc4ccc(OCc5ccccc5)cc4)c3)c2)nn1,-136.162,-116.462,-20.5846,0.884438,15.5738
Mtb_MraY_ligandless_BS-Top35_3d-3.pdb,Top35,NCc1cn(CC(=O)N(C(=O)CNc2ccc([N+](=O)[O-])c3nonc23)c2cc(Cl)cc(OC(=O)c3cccc(S(=O)(=O)Nc4ccc(OCc5ccccc5)cc4)c3)c2)nn1,-131.962,-88.9025,-43.1135,0.0542513,15.4426
Mtb_MraY_ligandless_BS-Top35_3d-4.pdb,Top35,NCc1cn(CC(=O)N(C(=O)CNc2ccc([N+](=O)[O-])c3nonc23)c2cc(Cl)cc(OC(=O)c3cccc(S(=O)(=O)Nc4ccc(OCc5ccccc5)cc4)c3)c2)nn1,-156.493,-104.502,-50.5856,-1.40597,19.0656
Mtb_MraY_ligandless_BS-Top36_3d-0.pdb,Top36,O=C(Nc1ccc(O)cc1C(=O)N(CCc1cc(O)nc(C2CC2)n1)C(=O)c1cccc(Nc2nc3ccccc3c(=O)[nH]2)c1)OCc1ccccc1,-139.622,-104.755,-34.8673,0.0,15.3208
Mtb_MraY_ligandless_BS-Top36_3d-1.pdb,Top36,O=C(Nc1ccc(O)cc1C(=O)N(CCc1cc(O)nc(C2CC2)n1)C(=O)c1cccc(Nc2nc3ccccc3c(=O)[nH]2)c1)OCc1ccccc1,-133.691,-108.06,-25.6312,0.0,17.0943
Mtb_MraY_ligandless_BS-Top36_3d-2.pdb,Top36,O=C(Nc1ccc(O)cc1C(=O)N(CCc1cc(O)nc(C2CC2)n1)C(=O)c1cccc(Nc2nc3ccccc3c(=O)[nH]2)c1)OCc1ccccc1,-110.602,-98.6951,-11.9072,0.0,12.717
Mtb_MraY_ligandless_BS-Top36_3d-3.pdb,Top36,O=C(Nc1ccc(O)cc1C(=O)N(CCc1cc(O)nc(C2CC2)n1)C(=O)c1cccc(Nc2nc3ccccc3c(=O)[nH]2)c1)OCc1ccccc1,-137.779,-116.822,-20.9573,0.0,15.566
Mtb_MraY_ligandless_BS-Top36_3d-4.pdb,Top36,O=C(Nc1ccc(O)cc1C(=O)N(CCc1cc(O)nc(C2CC2)n1)C(=O)c1cccc(Nc2nc3ccccc3c(=O)[nH]2)c1)OCc1ccccc1,-132.265,-113.446,-18.8193,0.0,16.3962
Mtb_MraY_ligandless_BS-Top37_3d-0.pdb,Top37,[N-]=[N+]=NC1CN(C(=O)OCc2ccccc2)CC1N(C(=O)c1ccc(-c2nnn[nH]2)nc1)C(=O)c1ccc(-c2nnn[nH]2)nc1,-187.983,-135.221,-52.8223,0.060265,25.6222
Mtb_MraY_ligandless_BS-Top37_3d-1.pdb,Top37,[N-]=[N+]=NC1CN(C(=O)OCc2ccccc2)CC1N(C(=O)c1ccc(-c2nnn[nH]2)nc1)C(=O)c1ccc(-c2nnn[nH]2)nc1,-166.387,-117.359,-49.2272,0.199213,18.3778
Mtb_MraY_ligandless_BS-Top37_3d-2.pdb,Top37,[N-]=[N+]=NC1CN(C(=O)OCc2ccccc2)CC1N(C(=O)c1ccc(-c2nnn[nH]2)nc1)C(=O)c1ccc(-c2nnn[nH]2)nc1,-155.709,-99.6964,-56.5342,0.521552,23.2
Mtb_MraY_ligandless_BS-Top37_3d-3.pdb,Top37,[N-]=[N+]=NC1CN(C(=O)OCc2ccccc2)CC1N(C(=O)c1ccc(-c2nnn[nH]2)nc1)C(=O)c1ccc(-c2nnn[nH]2)nc1,-161.767,-115.75,-46.0173,0.0,18.4889
Mtb_MraY_ligandless_BS-Top37_3d-4.pdb,Top37,[N-]=[N+]=NC1CN(C(=O)OCc2ccccc2)CC1N(C(=O)c1ccc(-c2nnn[nH]2)nc1)C(=O)c1ccc(-c2nnn[nH]2)nc1,-171.439,-113.678,-57.9243,0.163335,21.5556
Mtb_MraY_ligandless_BS-Top38_3d-0.pdb,Top38,O=C(Nc1cccc(NC(=O)c2ccncc2)c1)C(=O)N(Cc1nc2cc(F)c(F)cc2[nH]1)Cc1nnnn1CCc1ccccc1,-131.075,-114.109,-16.9659,0.0,18.1915
Mtb_MraY_ligandless_BS-Top38_3d-1.pdb,Top38,O=C(Nc1cccc(NC(=O)c2ccncc2)c1)C(=O)N(Cc1nc2cc(F)c(F)cc2[nH]1)Cc1nnnn1CCc1ccccc1,-142.46,-122.728,-19.7316,0.0,20.4681
Mtb_MraY_ligandless_BS-Top38_3d-2.pdb,Top38,O=C(Nc1cccc(NC(=O)c2ccncc2)c1)C(=O)N(Cc1nc2cc(F)c(F)cc2[nH]1)Cc1nnnn1CCc1ccccc1,-144.689,-108.782,-35.9064,0.0,20.2553
Mtb_MraY_ligandless_BS-Top38_3d-3.pdb,Top38,O=C(Nc1cccc(NC(=O)c2ccncc2)c1)C(=O)N(Cc1nc2cc(F)c(F)cc2[nH]1)Cc1nnnn1CCc1ccccc1,-145.84,-110.811,-35.0293,0.0,18.5532
Mtb_MraY_ligandless_BS-Top38_3d-4.pdb,Top38,O=C(Nc1cccc(NC(=O)c2ccncc2)c1)C(=O)N(Cc1nc2cc(F)c(F)cc2[nH]1)Cc1nnnn1CCc1ccccc1,-112.341,-104.798,-7.54293,0.0,14.6809
Mtb_MraY_ligandless_BS-Top39_3d-0.pdb,Top39,NS(=O)(=O)c1cnn(CC(=O)NC(CNC(=O)c2cnc3cc4c(cc3c2O)OCCO4)c2ccc(F)cc2OC(=O)c2cccc(-n3nn[nH]c3=O)c2)c1,-140.848,-109.154,-31.6937,0.0,13.9455
Mtb_MraY_ligandless_BS-Top39_3d-1.pdb,Top39,NS(=O)(=O)c1cnn(CC(=O)NC(CNC(=O)c2cnc3cc4c(cc3c2O)OCCO4)c2ccc(F)cc2OC(=O)c2cccc(-n3nn[nH]c3=O)c2)c1,-145.194,-115.883,-29.3111,0.0,14.8182
Mtb_MraY_ligandless_BS-Top39_3d-2.pdb,Top39,NS(=O)(=O)c1cnn(CC(=O)NC(CNC(=O)c2cnc3cc4c(cc3c2O)OCCO4)c2ccc(F)cc2OC(=O)c2cccc(-n3nn[nH]c3=O)c2)c1,-144.708,-107.246,-37.4621,0.0,16.3636
Mtb_MraY_ligandless_BS-Top39_3d-3.pdb,Top39,NS(=O)(=O)c1cnn(CC(=O)NC(CNC(=O)c2cnc3cc4c(cc3c2O)OCCO4)c2ccc(F)cc2OC(=O)c2cccc(-n3nn[nH]c3=O)c2)c1,-133.293,-101.203,-32.0895,0.0,14.7818
Mtb_MraY_ligandless_BS-Top39_3d-4.pdb,Top39,NS(=O)(=O)c1cnn(CC(=O)NC(CNC(=O)c2cnc3cc4c(cc3c2O)OCCO4)c2ccc(F)cc2OC(=O)c2cccc(-n3nn[nH]c3=O)c2)c1,-150.308,-113.807,-36.5007,0.0,17.8545
Mtb_MraY_ligandless_BS-Top40_3d-0.pdb,Top40,O=C(COc1cc(F)cc(F)c1)NCc1cn(CCN(C(=O)CCc2nn[nH]n2)C(=O)COc2cc(F)cc(F)c2)nn1,-146.998,-115.598,-31.4004,0.0,19.186
Mtb_MraY_ligandless_BS-Top40_3d-1.pdb,Top40,O=C(COc1cc(F)cc(F)c1)NCc1cn(CCN(C(=O)CCc2nn[nH]n2)C(=O)COc2cc(F)cc(F)c2)nn1,-128.164,-95.8258,-32.3384,0.0,17.6512
