#Ligand,Compound,SMILE,TotalEnergy,VDW,HBond,Elec,AverConPair,Library
Mtb_MraY_ligandless_BS-Hit_1_3d-0.pdb,Hit_1,ClC1=CC=C(NC(C2C(OC(C=C(O)C(CCCCCC)=C3)C3=C2)=[NH2+])=O)C=C1,-105.156,-86.157,-18.9986,0,23.1071,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_1_3d-1.pdb,Hit_1,ClC1=CC=C(NC(C2C(OC(C=C(O)C(CCCCCC)=C3)C3=C2)=[NH2+])=O)C=C1,-97.782,-86.9753,-10.8067,0,19.6071,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_1_3d-2.pdb,Hit_1,ClC1=CC=C(NC(C2C(OC(C=C(O)C(CCCCCC)=C3)C3=C2)=[NH2+])=O)C=C1,-95.3452,-69.9172,-25.428,0,18.3571,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_1_3d-3.pdb,Hit_1,ClC1=CC=C(NC(C2C(OC(C=C(O)C(CCCCCC)=C3)C3=C2)=[NH2+])=O)C=C1,-104.834,-90.4679,-14.3657,0,25.75,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_1_3d-4.pdb,Hit_1,ClC1=CC=C(NC(C2C(OC(C=C(O)C(CCCCCC)=C3)C3=C2)=[NH2+])=O)C=C1,-114.381,-96.5698,-17.8115,0,27.2143,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_2_3d-0.pdb,Hit_2,OC1=CC=CC(N2C(C(C=CC(C(C3=CC=C4C(C(N(C5=CC=CC(O)=C5)C4=O)=O)=C3)=O)=C6)=C6C2=O)=O)=C1,-116.942,-95.6988,-21.2433,0,21.6316,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_2_3d-1.pdb,Hit_2,OC1=CC=CC(N2C(C(C=CC(C(C3=CC=C4C(C(N(C5=CC=CC(O)=C5)C4=O)=O)=C3)=O)=C6)=C6C2=O)=O)=C1,-130.887,-125.383,-5.50485,0,24.4737,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_2_3d-2.pdb,Hit_2,OC1=CC=CC(N2C(C(C=CC(C(C3=CC=C4C(C(N(C5=CC=CC(O)=C5)C4=O)=O)=C3)=O)=C6)=C6C2=O)=O)=C1,-119.543,-89.214,-30.3291,0,22.8421,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_2_3d-3.pdb,Hit_2,OC1=CC=CC(N2C(C(C=CC(C(C3=CC=C4C(C(N(C5=CC=CC(O)=C5)C4=O)=O)=C3)=O)=C6)=C6C2=O)=O)=C1,-127.256,-107.501,-19.7558,0,22.3158,Known_inhibitor
Mtb_MraY_ligandless_BS-Hit_2_3d-4.pdb,Hit_2,OC1=CC=CC(N2C(C(C=CC(C(C3=CC=C4C(C(N(C5=CC=CC(O)=C5)C4=O)=O)=C3)=O)=C6)=C6C2=O)=O)=C1,-129.056,-102.289,-26.7664,0,24.2895,Known_inhibitor
Mtb_MraY_ligandless_BS-Maxi_1_3d-0.pdb,Maxi_1,C#CC(C(=O)NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-114.031,-94.6735,-19.3578,0,21.6,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_1_3d-1.pdb,Maxi_1,C#CC(C(=O)NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-106.493,-76.2116,-30.2819,0,19.4667,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_1_3d-2.pdb,Maxi_1,C#CC(C(=O)NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-107.622,-86.9223,-20.6998,0,22.8333,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_1_3d-3.pdb,Maxi_1,C#CC(C(=O)NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-121.361,-108.921,-12.4397,0,26.5333,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_1_3d-4.pdb,Maxi_1,C#CC(C(=O)NNC(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-105.708,-100.845,-4.86264,0,21.6333,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_2_3d-0.pdb,Maxi_2,C#CC(C(=O)N(N)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-110.95,-83.7929,-27.1576,0,20.0333,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_2_3d-1.pdb,Maxi_2,C#CC(C(=O)N(N)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-102.13,-83.5575,-18.5721,0,21.4,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_2_3d-2.pdb,Maxi_2,C#CC(C(=O)N(N)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-119.477,-97.3369,-22.1398,0,24.4,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_2_3d-3.pdb,Maxi_2,C#CC(C(=O)N(N)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-112.069,-89.9451,-22.1244,0,22.8333,Maxi_predict
Mtb_MraY_ligandless_BS-Maxi_2_3d-4.pdb,Maxi_2,C#CC(C(=O)N(N)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)C(C)C,-106.929,-87.8846,-19.0447,0,20.2667,Maxi_predict
Mtb_MraY_ligandless_BS-Molecule_12a_3d-0.pdb,Molecule_12a,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2CCCN)=C1,-110.088,-87.4661,-24.9811,2.35971,17.1081,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_12a_3d-1.pdb,Molecule_12a,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2CCCN)=C1,-116.584,-79.2341,-35.7969,-1.55281,18.973,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_12a_3d-2.pdb,Molecule_12a,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2CCCN)=C1,-121.982,-81.5992,-38.0528,-2.33,19.4054,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_12a_3d-3.pdb,Molecule_12a,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2CCCN)=C1,-114.619,-92.0404,-22.1004,-0.477734,21.1622,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_12a_3d-4.pdb,Molecule_12a,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2CCCN)=C1,-115.292,-78.9157,-34.0319,-2.34405,21.1351,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_1_3d-0.pdb,Molecule_1,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2C)=C1,-137.237,-93.9684,-40.9385,-2.33044,23.3824,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_1_3d-1.pdb,Molecule_1,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2C)=C1,-147.198,-117.44,-30.2414,0.483499,29.5882,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_1_3d-2.pdb,Molecule_1,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2C)=C1,-129.239,-88.3942,-39.002,-1.84271,24.3529,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_1_3d-3.pdb,Molecule_1,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2C)=C1,-115.344,-85.5662,-34.1022,4.32453,19.7059,Known_inhibitor
Mtb_MraY_ligandless_BS-Molecule_1_3d-4.pdb,Molecule_1,CCCCCCC#CC1=CN=CC(C2=NN=C(SCC3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3)N2C)=C1,-115.866,-79.6996,-37.096,0.929486,22.8529,Known_inhibitor
Mtb_MraY_ligandless_BS-Top10_3d-0.pdb,Top10,COc1cc(OC)cc(C(=O)Nc2ccc(O)c(C(=O)N(C(=O)c3ccc(-c4nnn[nH]4)cn3)c3nc4[nH]c(NN)nc4c(=O)[nH]3)c2)c1,-129.892,-69.9899,-59.9021,0,17.5417,Edward_predict
Mtb_MraY_ligandless_BS-Top10_3d-1.pdb,Top10,COc1cc(OC)cc(C(=O)Nc2ccc(O)c(C(=O)N(C(=O)c3ccc(-c4nnn[nH]4)cn3)c3nc4[nH]c(NN)nc4c(=O)[nH]3)c2)c1,-141.593,-97.3017,-44.2912,0,18.8333,Edward_predict
Mtb_MraY_ligandless_BS-Top10_3d-2.pdb,Top10,COc1cc(OC)cc(C(=O)Nc2ccc(O)c(C(=O)N(C(=O)c3ccc(-c4nnn[nH]4)cn3)c3nc4[nH]c(NN)nc4c(=O)[nH]3)c2)c1,-136.333,-96.8663,-39.4668,0,14.8125,Edward_predict
Mtb_MraY_ligandless_BS-Top10_3d-3.pdb,Top10,COc1cc(OC)cc(C(=O)Nc2ccc(O)c(C(=O)N(C(=O)c3ccc(-c4nnn[nH]4)cn3)c3nc4[nH]c(NN)nc4c(=O)[nH]3)c2)c1,-150.39,-114.216,-36.1742,0,21.4375,Edward_predict
Mtb_MraY_ligandless_BS-Top10_3d-4.pdb,Top10,COc1cc(OC)cc(C(=O)Nc2ccc(O)c(C(=O)N(C(=O)c3ccc(-c4nnn[nH]4)cn3)c3nc4[nH]c(NN)nc4c(=O)[nH]3)c2)c1,-147.329,-96.9423,-50.3863,0,17.8542,Edward_predict
Mtb_MraY_ligandless_BS-Top11_3d-0.pdb,Top11,COc1ccc(CCN(CC(=O)Nc2cc(-c3ccc(C4CCCCC4)cc3)nn2-c2ccccc2)c2c(NC(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1OC,-131.314,-121.502,-10.2597,0.44812,12.8451,Edward_predict
Mtb_MraY_ligandless_BS-Top11_3d-1.pdb,Top11,COc1ccc(CCN(CC(=O)Nc2cc(-c3ccc(C4CCCCC4)cc3)nn2-c2ccccc2)c2c(NC(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1OC,-158.378,-137.967,-20.0433,-0.368035,14.2958,Edward_predict
Mtb_MraY_ligandless_BS-Top11_3d-2.pdb,Top11,COc1ccc(CCN(CC(=O)Nc2cc(-c3ccc(C4CCCCC4)cc3)nn2-c2ccccc2)c2c(NC(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1OC,-157.228,-123.467,-34.1586,0.397102,15.3803,Edward_predict
Mtb_MraY_ligandless_BS-Top11_3d-3.pdb,Top11,COc1ccc(CCN(CC(=O)Nc2cc(-c3ccc(C4CCCCC4)cc3)nn2-c2ccccc2)c2c(NC(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1OC,-151.963,-121.575,-29.9685,-0.418969,12.7324,Edward_predict
Mtb_MraY_ligandless_BS-Top11_3d-4.pdb,Top11,COc1ccc(CCN(CC(=O)Nc2cc(-c3ccc(C4CCCCC4)cc3)nn2-c2ccccc2)c2c(NC(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1OC,-145.064,-99.1493,-46.3224,0.408216,14.4648,Edward_predict
Mtb_MraY_ligandless_BS-Top12_3d-0.pdb,Top12,[N-]=[N+]=NC1(C(=O)NCc2cn(C3COCC3CN(C(=O)c3ccc(-c4nnn[nH]4)nc3)C(=O)c3ccnc(N)c3[N+](=O)[O-])nn2)CC1,-162.017,-101.905,-60.2321,0.120128,21.1277,Edward_predict
Mtb_MraY_ligandless_BS-Top12_3d-1.pdb,Top12,[N-]=[N+]=NC1(C(=O)NCc2cn(C3COCC3CN(C(=O)c3ccc(-c4nnn[nH]4)nc3)C(=O)c3ccnc(N)c3[N+](=O)[O-])nn2)CC1,-159.65,-110.382,-49.0003,-0.267603,16.6383,Edward_predict
Mtb_MraY_ligandless_BS-Top12_3d-2.pdb,Top12,[N-]=[N+]=NC1(C(=O)NCc2cn(C3COCC3CN(C(=O)c3ccc(-c4nnn[nH]4)nc3)C(=O)c3ccnc(N)c3[N+](=O)[O-])nn2)CC1,-150.354,-90.5335,-59.3227,-0.498111,16.3191,Edward_predict
Mtb_MraY_ligandless_BS-Top12_3d-3.pdb,Top12,[N-]=[N+]=NC1(C(=O)NCc2cn(C3COCC3CN(C(=O)c3ccc(-c4nnn[nH]4)nc3)C(=O)c3ccnc(N)c3[N+](=O)[O-])nn2)CC1,-140.76,-94.0432,-45.8857,-0.830762,22.8723,Edward_predict
Mtb_MraY_ligandless_BS-Top12_3d-4.pdb,Top12,[N-]=[N+]=NC1(C(=O)NCc2cn(C3COCC3CN(C(=O)c3ccc(-c4nnn[nH]4)nc3)C(=O)c3ccnc(N)c3[N+](=O)[O-])nn2)CC1,-131.015,-89.6318,-42.1,0.716989,14.1489,Edward_predict
Mtb_MraY_ligandless_BS-Top13_3d-0.pdb,Top13,COc1cc(NC(=O)C(=O)N(NC(=O)c2nn(C)c3ccccc23)C(=O)Nc2ccc(OC)c(-n3nnnc3C)c2)ccc1N1CCOC1=O,-125.1,-93.2807,-31.8196,0,22.58,Edward_predict
Mtb_MraY_ligandless_BS-Top13_3d-1.pdb,Top13,COc1cc(NC(=O)C(=O)N(NC(=O)c2nn(C)c3ccccc23)C(=O)Nc2ccc(OC)c(-n3nnnc3C)c2)ccc1N1CCOC1=O,-131.023,-111.669,-19.354,0,16.68,Edward_predict
Mtb_MraY_ligandless_BS-Top13_3d-2.pdb,Top13,COc1cc(NC(=O)C(=O)N(NC(=O)c2nn(C)c3ccccc23)C(=O)Nc2ccc(OC)c(-n3nnnc3C)c2)ccc1N1CCOC1=O,-121.42,-101.628,-19.7928,0,13.86,Edward_predict
Mtb_MraY_ligandless_BS-Top13_3d-3.pdb,Top13,COc1cc(NC(=O)C(=O)N(NC(=O)c2nn(C)c3ccccc23)C(=O)Nc2ccc(OC)c(-n3nnnc3C)c2)ccc1N1CCOC1=O,-137.472,-112.913,-24.559,0,18.62,Edward_predict
Mtb_MraY_ligandless_BS-Top13_3d-4.pdb,Top13,COc1cc(NC(=O)C(=O)N(NC(=O)c2nn(C)c3ccccc23)C(=O)Nc2ccc(OC)c(-n3nnnc3C)c2)ccc1N1CCOC1=O,-125.903,-82.1885,-43.7141,0,23.9,Edward_predict
Mtb_MraY_ligandless_BS-Top1_3d-0.pdb,Top1,CCOc1ccc(NS(=O)(=O)c2ccc3nc(O)cc(C(=O)N(CCN=[N+]=[N-])C(=O)c4cn[nH]c4-n4cnnn4)c3c2)cc1,-144.15,-106.587,-37.7345,0.171298,19.0909,Edward_predict
Mtb_MraY_ligandless_BS-Top1_3d-1.pdb,Top1,CCOc1ccc(NS(=O)(=O)c2ccc3nc(O)cc(C(=O)N(CCN=[N+]=[N-])C(=O)c4cn[nH]c4-n4cnnn4)c3c2)cc1,-130.526,-81.4214,-49.4657,0.361518,20.2045,Edward_predict
Mtb_MraY_ligandless_BS-Top1_3d-2.pdb,Top1,CCOc1ccc(NS(=O)(=O)c2ccc3nc(O)cc(C(=O)N(CCN=[N+]=[N-])C(=O)c4cn[nH]c4-n4cnnn4)c3c2)cc1,-152.084,-98.3845,-54.0146,0.314733,18.25,Edward_predict
Mtb_MraY_ligandless_BS-Top1_3d-3.pdb,Top1,CCOc1ccc(NS(=O)(=O)c2ccc3nc(O)cc(C(=O)N(CCN=[N+]=[N-])C(=O)c4cn[nH]c4-n4cnnn4)c3c2)cc1,-140.952,-95.132,-45.4774,-0.3429,23.6591,Edward_predict
Mtb_MraY_ligandless_BS-Top1_3d-4.pdb,Top1,CCOc1ccc(NS(=O)(=O)c2ccc3nc(O)cc(C(=O)N(CCN=[N+]=[N-])C(=O)c4cn[nH]c4-n4cnnn4)c3c2)cc1,-152.56,-106.015,-46.9315,0.386341,26.8182,Edward_predict
Mtb_MraY_ligandless_BS-Top14_3d-0.pdb,Top14,[N-]=[N+]=NC(CCC(N)=O)C(=O)N(Nc1cc([N+](=O)[O-])ccn1)C(=O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1,-162.169,-109.174,-52.9961,0.000621874,21.2917,Edward_predict
Mtb_MraY_ligandless_BS-Top14_3d-1.pdb,Top14,[N-]=[N+]=NC(CCC(N)=O)C(=O)N(Nc1cc([N+](=O)[O-])ccn1)C(=O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1,-144.335,-102.367,-42.0228,0.0551508,17.5833,Edward_predict
Mtb_MraY_ligandless_BS-Top14_3d-2.pdb,Top14,[N-]=[N+]=NC(CCC(N)=O)C(=O)N(Nc1cc([N+](=O)[O-])ccn1)C(=O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1,-143.714,-94.4101,-47.5608,-1.7428,18.4792,Edward_predict
Mtb_MraY_ligandless_BS-Top14_3d-3.pdb,Top14,[N-]=[N+]=NC(CCC(N)=O)C(=O)N(Nc1cc([N+](=O)[O-])ccn1)C(=O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1,-150.86,-97.9487,-51.6966,-1.21456,15,Edward_predict
Mtb_MraY_ligandless_BS-Top14_3d-4.pdb,Top14,[N-]=[N+]=NC(CCC(N)=O)C(=O)N(Nc1cc([N+](=O)[O-])ccn1)C(=O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1,-125.091,-89.5992,-35.5497,0.0577188,16.3958,Edward_predict
Mtb_MraY_ligandless_BS-Top15_3d-0.pdb,Top15,[N-]=[N+]=NC1CC(C(=O)N(C(=O)NCc2ccccc2)c2ccc(O)c(C(=O)N3CCc4[nH]nc(CNC(=O)c5ccnc(-n6ccc([N+](=O)[O-])n6)c5)c4C3)c2)C1,-161.257,-120.961,-41.52,1.22409,19.2679,Edward_predict
Mtb_MraY_ligandless_BS-Top15_3d-1.pdb,Top15,[N-]=[N+]=NC1CC(C(=O)N(C(=O)NCc2ccccc2)c2ccc(O)c(C(=O)N3CCc4[nH]nc(CNC(=O)c5ccnc(-n6ccc([N+](=O)[O-])n6)c5)c4C3)c2)C1,-132.499,-109.326,-22.6156,-0.557852,15.8393,Edward_predict
Mtb_MraY_ligandless_BS-Top15_3d-2.pdb,Top15,[N-]=[N+]=NC1CC(C(=O)N(C(=O)NCc2ccccc2)c2ccc(O)c(C(=O)N3CCc4[nH]nc(CNC(=O)c5ccnc(-n6ccc([N+](=O)[O-])n6)c5)c4C3)c2)C1,-130.157,-91.6644,-37.7859,-0.706779,13.3571,Edward_predict
Mtb_MraY_ligandless_BS-Top15_3d-3.pdb,Top15,[N-]=[N+]=NC1CC(C(=O)N(C(=O)NCc2ccccc2)c2ccc(O)c(C(=O)N3CCc4[nH]nc(CNC(=O)c5ccnc(-n6ccc([N+](=O)[O-])n6)c5)c4C3)c2)C1,-137.944,-110.502,-26.7922,-0.649471,16.8929,Edward_predict
Mtb_MraY_ligandless_BS-Top15_3d-4.pdb,Top15,[N-]=[N+]=NC1CC(C(=O)N(C(=O)NCc2ccccc2)c2ccc(O)c(C(=O)N3CCc4[nH]nc(CNC(=O)c5ccnc(-n6ccc([N+](=O)[O-])n6)c5)c4C3)c2)C1,-134.613,-99.4048,-34.9269,-0.281094,14.875,Edward_predict
Mtb_MraY_ligandless_BS-Top16_3d-0.pdb,Top16,Nc1nnc(CCC(=O)N(CC(CNC(=O)c2nccnc2C(=O)Nc2ccc(F)cc2)c2ccccc2)C(=O)CCc2nnc(N)[nH]2)[nH]1,-150.238,-106.442,-43.7958,0,18.5714,Edward_predict
Mtb_MraY_ligandless_BS-Top16_3d-1.pdb,Top16,Nc1nnc(CCC(=O)N(CC(CNC(=O)c2nccnc2C(=O)Nc2ccc(F)cc2)c2ccccc2)C(=O)CCc2nnc(N)[nH]2)[nH]1,-131.485,-97.4369,-34.0484,0,15.1224,Edward_predict
Mtb_MraY_ligandless_BS-Top16_3d-2.pdb,Top16,Nc1nnc(CCC(=O)N(CC(CNC(=O)c2nccnc2C(=O)Nc2ccc(F)cc2)c2ccccc2)C(=O)CCc2nnc(N)[nH]2)[nH]1,-127.596,-102.968,-24.6285,0,15.1837,Edward_predict
Mtb_MraY_ligandless_BS-Top16_3d-3.pdb,Top16,Nc1nnc(CCC(=O)N(CC(CNC(=O)c2nccnc2C(=O)Nc2ccc(F)cc2)c2ccccc2)C(=O)CCc2nnc(N)[nH]2)[nH]1,-146.155,-115.796,-30.3589,0,18.6327,Edward_predict
Mtb_MraY_ligandless_BS-Top16_3d-4.pdb,Top16,Nc1nnc(CCC(=O)N(CC(CNC(=O)c2nccnc2C(=O)Nc2ccc(F)cc2)c2ccccc2)C(=O)CCc2nnc(N)[nH]2)[nH]1,-135.886,-107.99,-27.8954,0,18.4898,Edward_predict
Mtb_MraY_ligandless_BS-Top17_3d-0.pdb,Top17,COc1ccc(-c2nnc(SCC(=O)N(C(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)c3nnn[nH]3)n2-c2ccc(C)cc2)cc1,-156.115,-119.615,-36.875,0.374627,22.4444,Edward_predict
Mtb_MraY_ligandless_BS-Top17_3d-1.pdb,Top17,COc1ccc(-c2nnc(SCC(=O)N(C(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)c3nnn[nH]3)n2-c2ccc(C)cc2)cc1,-142.982,-92.825,-49.8829,-0.274261,15.3333,Edward_predict
Mtb_MraY_ligandless_BS-Top17_3d-2.pdb,Top17,COc1ccc(-c2nnc(SCC(=O)N(C(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)c3nnn[nH]3)n2-c2ccc(C)cc2)cc1,-147.769,-96.6623,-50.9889,-0.118218,17.5556,Edward_predict
Mtb_MraY_ligandless_BS-Top17_3d-3.pdb,Top17,COc1ccc(-c2nnc(SCC(=O)N(C(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)c3nnn[nH]3)n2-c2ccc(C)cc2)cc1,-137.096,-100.999,-36.5205,0.42257,16.7556,Edward_predict
Mtb_MraY_ligandless_BS-Top17_3d-4.pdb,Top17,COc1ccc(-c2nnc(SCC(=O)N(C(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)c3nnn[nH]3)n2-c2ccc(C)cc2)cc1,-158.218,-113.802,-43.8321,-0.583512,21.0444,Edward_predict
